ensembl_id,gene_symbol
ENSGALG00000010873,DHRS9
ENSGALG00000010874,UNC79
ENSGALG00000010875,ITGB8
ENSGALG00000010878,USO1
ENSGALG00000010879,FGGY
ENSGALG00000010880,
ENSGALG00000010881,ASB2
ENSGALG00000010882,G3BP2
ENSGALG00000010883,
ENSGALG00000010884,DDX24
ENSGALG00000010885,BMP2K
ENSGALG00000010886,PAQR3
ENSGALG00000010889,HOOK1
ENSGALG00000010891,ABCB11
ENSGALG00000010892,ANTXR2
ENSGALG00000010893,FGF5
ENSGALG00000010896,TMEM161B
ENSGALG00000010898,BMP3
ENSGALG00000010899,G6PC2
ENSGALG00000010900,SPC25
ENSGALG00000010901,
ENSGALG00000010902,CERS6
ENSGALG00000010903,RASGEF1B
ENSGALG00000010905,SP4
ENSGALG00000010906,
ENSGALG00000010908,CDCA7L
ENSGALG00000010909,PRKG2
ENSGALG00000010910,RAPGEF5
ENSGALG00000010911,
ENSGALG00000010913,
ENSGALG00000010915,IL6
ENSGALG00000010921,PKD2
ENSGALG00000010924,CNFI-A4
ENSGALG00000010925,FAM126A
ENSGALG00000010926,SPP1
ENSGALG00000010927,OC-116
ENSGALG00000010928,IBSP
ENSGALG00000010929,SPARCL1
ENSGALG00000010930,STK39
ENSGALG00000010931,B3GALT1
ENSGALG00000010932,NUDT9
ENSGALG00000010933,
ENSGALG00000010934,INADL
ENSGALG00000010935,PTPRQ
ENSGALG00000010936,MYF6
ENSGALG00000010938,KLHL7
ENSGALG00000010939,LIN7A
ENSGALG00000010940,ACSS3
ENSGALG00000010942,NUPL2
ENSGALG00000010943,
ENSGALG00000010944,
ENSGALG00000010949,GPNMB
ENSGALG00000010950,PPP4R4
ENSGALG00000010952,DPF2
ENSGALG00000010953,KANK4
ENSGALG00000010954,MALSU1
ENSGALG00000010956,TTC21B
ENSGALG00000010957,USP1
ENSGALG00000010958,PPFIA2
ENSGALG00000010960,GALNT3
ENSGALG00000010961,IGF2BP3
ENSGALG00000010962,METTL25
ENSGALG00000010963,
ENSGALG00000010967,DOCK7
ENSGALG00000010969,SERPINA4
ENSGALG00000010971,CSRNP3
ENSGALG00000010973,TRA2A
ENSGALG00000010974,GSC
ENSGALG00000010975,TMTC2
ENSGALG00000010976,CCDC126
ENSGALG00000010977,FAM221A
ENSGALG00000010978,ANGPTL3
ENSGALG00000010979,
ENSGALG00000010980,STK31
ENSGALG00000010982,NID1
ENSGALG00000010983,NPY
ENSGALG00000010985,ATG4C
ENSGALG00000010986,GNG4
ENSGALG00000010987,LYST
ENSGALG00000010988,MPP6
ENSGALG00000010991,ALG6
ENSGALG00000010992,SLC6A15
ENSGALG00000010993,
ENSGALG00000010995,ITGB3BP
ENSGALG00000010996,IRF2BP2
ENSGALG00000010997,DFNA5
ENSGALG00000010998,EFCAB7
ENSGALG00000010999,DICER1
ENSGALG00000011000,TARBP1
ENSGALG00000011002,LRRIQ1
ENSGALG00000011003,SLC35F3
ENSGALG00000011005,KCNK1
ENSGALG00000011006,
ENSGALG00000011007,OSBPL3
ENSGALG00000011008,
ENSGALG00000011009,SCN2A
ENSGALG00000011013,PCNXL2
ENSGALG00000011015,NTPCR
ENSGALG00000011016,PGM1
ENSGALG00000011017,KLHL8
ENSGALG00000011019,ROR1
ENSGALG00000011020,CYC
ENSGALG00000011021,C7orf31
ENSGALG00000011022,GNIH
ENSGALG00000011024,CACHD1
ENSGALG00000011025,SIPA1L2
ENSGALG00000011026,RAVER2
ENSGALG00000011031,JAK1
ENSGALG00000011034,TSNAX
ENSGALG00000011035,AK4
ENSGALG00000011036,HNRNPA2B1
ENSGALG00000011038,CBX3
ENSGALG00000011040,SCN3A
ENSGALG00000011041,DNAJC6
ENSGALG00000011045,AFF1
ENSGALG00000011046,SNX10
ENSGALG00000011047,LEPROT
ENSGALG00000011051,SKAP2
ENSGALG00000011052,SLC38A11
ENSGALG00000011053,HOXA2
ENSGALG00000011054,HOXA3
ENSGALG00000011055,HOXA4
ENSGALG00000011056,EGLN1
ENSGALG00000011058,LPR
ENSGALG00000011059,HOXA6
ENSGALG00000011061,HOXA7
ENSGALG00000011065,SPRTN
ENSGALG00000011068,COBLL1
ENSGALG00000011069,FIGN
ENSGALG00000011071,CLMN
ENSGALG00000011076,SYNE3
ENSGALG00000011078,PTPN13
ENSGALG00000011079,GLRX5
ENSGALG00000011080,BDKRB2
ENSGALG00000011081,
ENSGALG00000011082,KCNH7
ENSGALG00000011083,RAB4A
ENSGALG00000011084,CCSAP
ENSGALG00000011085,ATG2B
ENSGALG00000011086,ACTA1
ENSGALG00000011088,GSKIP
ENSGALG00000011089,IFIH1
ENSGALG00000011091,NUP133
ENSGALG00000011093,AK7
ENSGALG00000011094,PDE4B
ENSGALG00000011096,ABCB10
ENSGALG00000011098,TAF5L
ENSGALG00000011099,FAP
ENSGALG00000011100,HIBADH
ENSGALG00000011101,URB2
ENSGALG00000011103,PAPOLA
ENSGALG00000011104,GCG
ENSGALG00000011106,GALNT2
ENSGALG00000011109,MAPK10
ENSGALG00000011110,DPP4
ENSGALG00000011111,PGBD5
ENSGALG00000011113,SGIP1
ENSGALG00000011114,COG2
ENSGALG00000011115,WDR78
ENSGALG00000011116,VRK1
ENSGALG00000011117,AGT
ENSGALG00000011118,MIER1
ENSGALG00000011120,SLC4A10
ENSGALG00000011121,SLC35D1
ENSGALG00000011122,TBR1
ENSGALG00000011123,TAX1BP1
ENSGALG00000011124,ARHGAP24
ENSGALG00000011126,JAZF1
ENSGALG00000011127,
ENSGALG00000011128,PSMD14
ENSGALG00000011129,
ENSGALG00000011130,COPS4
ENSGALG00000011131,TANK
ENSGALG00000011132,RBMS1
ENSGALG00000011133,LIN54
ENSGALG00000011134,SETD3
ENSGALG00000011136,CAPN9
ENSGALG00000011137,CREB5
ENSGALG00000011138,CCNK
ENSGALG00000011139,CCDC85C
ENSGALG00000011141,ITGB6
ENSGALG00000011145,TRIL
ENSGALG00000011146,RECQL4
ENSGALG00000011148,HHIPL1
ENSGALG00000011149,PLA2R1
ENSGALG00000011152,TTC13
ENSGALG00000011153,LY75
ENSGALG00000011155,ARV1
ENSGALG00000011157,
ENSGALG00000011159,C12orf50
ENSGALG00000011162,CYP46A1
ENSGALG00000011163,GNPAT
ENSGALG00000011164,CHN2
ENSGALG00000011165,SEC31A
ENSGALG00000011166,
ENSGALG00000011168,C12orf29
ENSGALG00000011169,PDCD2
ENSGALG00000011170,WIPF3
ENSGALG00000011171,TBP
ENSGALG00000011172,
ENSGALG00000011174,PSMB1
ENSGALG00000011175,TMEM150C
ENSGALG00000011176,SCRN1
ENSGALG00000011177,CEP290
ENSGALG00000011178,ENOPH1
ENSGALG00000011180,FAM120B
ENSGALG00000011181,FKBP14
ENSGALG00000011182,DLL1
ENSGALG00000011184,HNRNPD
ENSGALG00000011185,PLEKHA8
ENSGALG00000011186,ERMARD
ENSGALG00000011189,TCTE3
ENSGALG00000011190,
ENSGALG00000011191,EML1
ENSGALG00000011192,PHF10
ENSGALG00000011193,C3H6ORF120
ENSGALG00000011195,WDR27
ENSGALG00000011196,COQ2
ENSGALG00000011198,TMTC3
ENSGALG00000011200,THBS2
ENSGALG00000011202,COLQ
ENSGALG00000011203,HPSE
ENSGALG00000011205,SMOC2
ENSGALG00000011206,KITLG
ENSGALG00000011207,MKP3
ENSGALG00000011208,HELQ
ENSGALG00000011209,EVL
ENSGALG00000011210,FAM175A
ENSGALG00000011211,HACL1
ENSGALG00000011212,IL23R
ENSGALG00000011213,DEGS2
ENSGALG00000011214,SERPINH1
ENSGALG00000011215,WDR51B
ENSGALG00000011216,BTD
ENSGALG00000011219,GIPR
ENSGALG00000011220,SLC25A29
ENSGALG00000011221,AGPAT9
ENSGALG00000011222,IL12RB2
ENSGALG00000011224,SLC4A3
ENSGALG00000011225,SLC25A47
ENSGALG00000011226,ANKRD28
ENSGALG00000011227,CDS1
ENSGALG00000011228,WARS
ENSGALG00000011229,SERBP1
ENSGALG00000011232,STK11IP
ENSGALG00000011233,
ENSGALG00000011234,INHA
ENSGALG00000011235,GALNT15
ENSGALG00000011236,BEGAIN
ENSGALG00000011237,DPH3
ENSGALG00000011238,WLS
ENSGALG00000011239,OXNAD1
ENSGALG00000011241,RFTN1
ENSGALG00000011242,OBSL1
ENSGALG00000011243,DAZL
ENSGALG00000011244,DLK1
ENSGALG00000011246,CHPF
ENSGALG00000011248,PLCL2
ENSGALG00000011250,ASIC4
ENSGALG00000011251,TBC1D5
ENSGALG00000011252,
ENSGALG00000011254,SATB1
ENSGALG00000011255,
ENSGALG00000011256,WDFY3
ENSGALG00000011258,ATP2B1
ENSGALG00000011259,RPE65
ENSGALG00000011260,PPP2R5C
ENSGALG00000011262,KCNH8
ENSGALG00000011264,SULF1
ENSGALG00000011265,
ENSGALG00000011266,PPM1K
ENSGALG00000011267,EFHB
ENSGALG00000011269,EPYC
ENSGALG00000011270,KERA
ENSGALG00000011271,LUM
ENSGALG00000011272,RAB5A
ENSGALG00000011273,
ENSGALG00000011274,DCN
ENSGALG00000011275,DEPDC1
ENSGALG00000011276,BTG1
ENSGALG00000011277,PLEKHG7
ENSGALG00000011278,KAT2B
ENSGALG00000011280,EEA1
ENSGALG00000011281,SGOL1
ENSGALG00000011283,ZNF385D
ENSGALG00000011284,LRRC7
ENSGALG00000011285,
ENSGALG00000011286,UBE2E1
ENSGALG00000011287,
ENSGALG00000011288,DACT2
ENSGALG00000011289,NKIRAS1
ENSGALG00000011290,RPL15
ENSGALG00000011291,REV-ERBB
ENSGALG00000011292,UBE2N
ENSGALG00000011293,MRPL42
ENSGALG00000011294,THRB
ENSGALG00000011295,SOCS2
ENSGALG00000011296,FRMD1
ENSGALG00000011297,CRADD
ENSGALG00000011298,RARB
ENSGALG00000011299,KIF25
ENSGALG00000011300,TOP2B
ENSGALG00000011301,LRRC40
ENSGALG00000011304,NGLY1
ENSGALG00000011305,SRSF11
ENSGALG00000011306,DES
ENSGALG00000011309,PLXNC1
ENSGALG00000011311,ANKRD13C
ENSGALG00000011312,OXSM
ENSGALG00000011314,LRRC3B
ENSGALG00000011318,DNPEP
ENSGALG00000011319,LPHN3
ENSGALG00000011320,TMCC3
ENSGALG00000011322,NEK10
ENSGALG00000011323,SNAPC3
ENSGALG00000011324,
ENSGALG00000011325,NDUFA12
ENSGALG00000011326,STK16
ENSGALG00000011327,NR2C1
ENSGALG00000011328,GLB1L
ENSGALG00000011329,MLLT4
ENSGALG00000011330,DYNC1H1
ENSGALG00000011331,CTH
ENSGALG00000011332,ANKZF1
ENSGALG00000011334,FAM134A
ENSGALG00000011335,NHEJ1
ENSGALG00000011336,TECRL
ENSGALG00000011339,IGFBP7
ENSGALG00000011340,ZRANB2
ENSGALG00000011341,UNC93A
ENSGALG00000011342,FGD6
ENSGALG00000011343,SLC23A3
ENSGALG00000011344,TTLL2
ENSGALG00000011345,
ENSGALG00000011347,IHH
ENSGALG00000011349,
ENSGALG00000011350,NEGR1
ENSGALG00000011351,
ENSGALG00000011352,CCDC108
ENSGALG00000011353,TNNI3K
ENSGALG00000011354,CRYBA2
ENSGALG00000011355,WNT10A
ENSGALG00000011356,ERICH3
ENSGALG00000011357,VEZT
ENSGALG00000011358,WNT6
ENSGALG00000011360,PRKAG3
ENSGALG00000011361,CRYZ
ENSGALG00000011364,TYW3
ENSGALG00000011365,WDR20
ENSGALG00000011366,MOK
ENSGALG00000011368,ZNF839
ENSGALG00000011369,LHX8
ENSGALG00000011371,STK36
ENSGALG00000011372,CINP
ENSGALG00000011373,TECPR2
ENSGALG00000011375,RNF25
ENSGALG00000011376,ANKRD9
ENSGALG00000011377,METAP2
ENSGALG00000011379,SLC44A5
ENSGALG00000011384,RCOR1
ENSGALG00000011386,BCS1L
ENSGALG00000011387,POLR2B
ENSGALG00000011388,RABGGTB
ENSGALG00000011389,TRAF3
ENSGALG00000011390,REST
ENSGALG00000011391,AMN
ENSGALG00000011392,MSH4
ENSGALG00000011393,ZNF142
ENSGALG00000011394,
ENSGALG00000011395,TMEM66
ENSGALG00000011400,USP44
ENSGALG00000011402,RQCD1
ENSGALG00000011403,SRP72
ENSGALG00000011404,HOPX
ENSGALG00000011405,SLC4A7
ENSGALG00000011406,NTN4
ENSGALG00000011409,SNRPF
ENSGALG00000011411,
ENSGALG00000011413,
ENSGALG00000011414,AMDHD1
ENSGALG00000011415,SPINK2
ENSGALG00000011418,CCR6
ENSGALG00000011419,DUSP4
ENSGALG00000011421,HAL
ENSGALG00000011423,FGFR1OP
ENSGALG00000011426,RNASET2
ENSGALG00000011427,USP37
ENSGALG00000011428,AZI2
ENSGALG00000011429,LTA4H
ENSGALG00000011432,CDC42BPB
ENSGALG00000011433,VIL1
ENSGALG00000011434,SLC11A1
ENSGALG00000011435,ELK3
ENSGALG00000011436,TMBIM1
ENSGALG00000011438,TNKS
ENSGALG00000011439,RBMS3
ENSGALG00000011442,TGFBR2
ENSGALG00000011443,EXOC3L4
ENSGALG00000011444,MFHAS1
ENSGALG00000011445,AAMP
ENSGALG00000011446,TNFAIP2
ENSGALG00000011447,GADL1
ENSGALG00000011448,ERI1
ENSGALG00000011449,
ENSGALG00000011450,
ENSGALG00000011452,
ENSGALG00000011454,MBOAT4
ENSGALG00000011455,CL2
ENSGALG00000011456,CDK17
ENSGALG00000011457,CCNI
ENSGALG00000011459,C12orf55
ENSGALG00000011464,EIF5
ENSGALG00000011465,STT3B
ENSGALG00000011468,IGFBP5
ENSGALG00000011469,IGFBP2
ENSGALG00000011472,RPL37A
ENSGALG00000011473,RPS6KA2
ENSGALG00000011474,OSBPL10
ENSGALG00000011475,SMARCAL1
ENSGALG00000011476,SEPT11
ENSGALG00000011478,MARCH4
ENSGALG00000011479,NEDD1
ENSGALG00000011481,GPD1L
ENSGALG00000011483,BRP44L
ENSGALG00000011484,CMTM8
ENSGALG00000011485,HCRT
ENSGALG00000011487,SHROOM3
ENSGALG00000011488,CMTM7
ENSGALG00000011489,T
ENSGALG00000011490,CMTM6
ENSGALG00000011491,DYNC1LI1
ENSGALG00000011492,XRCC5
ENSGALG00000011493,TMEM169
ENSGALG00000011494,CNOT10
ENSGALG00000011497,PECR
ENSGALG00000011498,TCAIM
ENSGALG00000011499,SCARB2
ENSGALG00000011502,MAP3K2
ENSGALG00000011504,TMPO
ENSGALG00000011505,MARK3
ENSGALG00000011506,NUP54
ENSGALG00000011509,C3D
ENSGALG00000011510,ABHD5
ENSGALG00000011511,CKB
ENSGALG00000011513,ANO10
ENSGALG00000011514,SLC25A3
ENSGALG00000011515,ERCC3
ENSGALG00000011516,
ENSGALG00000011517,SNRK
ENSGALG00000011518,POMGNT2
ENSGALG00000011521,FAM198A
ENSGALG00000011522,TRMT61A
ENSGALG00000011523,RPL14
ENSGALG00000011524,PPEF2
ENSGALG00000011525,BAG5
ENSGALG00000011526,APOPT1
ENSGALG00000011527,ENTPD3
ENSGALG00000011528,KLC1
ENSGALG00000011529,NAAA
ENSGALG00000011530,GGCT
ENSGALG00000011531,APAF1
ENSGALG00000011532,CYP27C1
ENSGALG00000011533,XRCC3
ENSGALG00000011534,ZFYVE21
ENSGALG00000011535,NOD1
ENSGALG00000011537,PDE10A
ENSGALG00000011539,EAF1
ENSGALG00000011541,BIN1
ENSGALG00000011542,METTL6
ENSGALG00000011543,SDAD1
ENSGALG00000011544,BCL2L14
ENSGALG00000011548,PPP1R13B
ENSGALG00000011549,ANKS1B
ENSGALG00000011550,SH3BP5
ENSGALG00000011551,IGJ
ENSGALG00000011553,UTP3
ENSGALG00000011555,QKI
ENSGALG00000011556,CAPN7
ENSGALG00000011557,UHRF1BP1L
ENSGALG00000011558,LRP6
ENSGALG00000011559,ACTR6
ENSGALG00000011560,PACRG
ENSGALG00000011562,PARK2
ENSGALG00000011564,RUFY3
ENSGALG00000011565,TDRD9
ENSGALG00000011566,GYPC
ENSGALG00000011567,
ENSGALG00000011568,GRSF1
ENSGALG00000011569,SCYL2
ENSGALG00000011570,ILF2
ENSGALG00000011571,AGPAT4
ENSGALG00000011572,ASPG
ENSGALG00000011573,MOB1B
ENSGALG00000011574,PIK3R4
ENSGALG00000011577,CNTNAP5
ENSGALG00000011579,
ENSGALG00000011580,ATP2C1
ENSGALG00000011581,KIF26A
ENSGALG00000011582,SLC17A8
ENSGALG00000011585,
ENSGALG00000011590,TMEM179
ENSGALG00000011592,MRAS
ENSGALG00000011593,TMEM177
ENSGALG00000011594,FXR
ENSGALG00000011595,ASTE1
ENSGALG00000011596,PTPN4
ENSGALG00000011598,NEK11
ENSGALG00000011603,MRPL3
ENSGALG00000011604,SLC4A4
ENSGALG00000011605,EPB41L5
ENSGALG00000011608,INF2
ENSGALG00000011609,ABTB2
ENSGALG00000011612,GC
ENSGALG00000011613,CPNE4
ENSGALG00000011614,ANO4
ENSGALG00000011615,
ENSGALG00000011616,NPFFR2
ENSGALG00000011618,ADSSL1
ENSGALG00000011619,SIVA1
ENSGALG00000011620,AKT1
ENSGALG00000011621,IGF2R
ENSGALG00000011622,MAS1
ENSGALG00000011623,ADAMTS3
ENSGALG00000011624,PNLDC1
ENSGALG00000011625,MRPL18
ENSGALG00000011626,COX18
ENSGALG00000011630,GLI2
ENSGALG00000011633,SLC5A8
ENSGALG00000011635,TFCP2L1
ENSGALG00000011637,TCP1
ENSGALG00000011639,CEP170B
ENSGALG00000011642,ANKRD17
ENSGALG00000011643,UTP20
ENSGALG00000011645,CLASP1
ENSGALG00000011646,PLD4
ENSGALG00000011648,ABCB6
ENSGALG00000011649,ATG9A
ENSGALG00000011650,NIFK
ENSGALG00000011651,ARL1
ENSGALG00000011652,TSN
ENSGALG00000011654,ACPP
ENSGALG00000011655,IQCB1
ENSGALG00000011656,
ENSGALG00000011657,EAF2
ENSGALG00000011658,
ENSGALG00000011659,ACAT2
ENSGALG00000011660,WTAP
ENSGALG00000011661,SOD2
ENSGALG00000011662,NUP205
ENSGALG00000011663,FNDC1
ENSGALG00000011664,RASSF6
ENSGALG00000011668,K60
ENSGALG00000011671,SLC15A2
ENSGALG00000011673,STX11
ENSGALG00000011677,HSPBAP1
ENSGALG00000011678,DNAJC13
ENSGALG00000011679,DIRC2
ENSGALG00000011680,EPHA5
ENSGALG00000011681,DEPDC7
ENSGALG00000011682,CNOT4
ENSGALG00000011683,CENPC1
ENSGALG00000011684,STAP1
ENSGALG00000011685,CSTF3
ENSGALG00000011686,SEMA5B
ENSGALG00000011687,
ENSGALG00000011688,TCP11L1
ENSGALG00000011689,PDIA5
ENSGALG00000011690,C14orf79
ENSGALG00000011692,CDCA4
ENSGALG00000011693,ARHGAP35
ENSGALG00000011695,HIPK3
ENSGALG00000011696,JAG2
ENSGALG00000011697,SEC22A
ENSGALG00000011699,ADCY5
ENSGALG00000011703,
ENSGALG00000011704,PTPLB
ENSGALG00000011705,BRF1
ENSGALG00000011706,ACKR4
ENSGALG00000011707,UBA5
ENSGALG00000011708,MYLK
ENSGALG00000011709,TMEM108
ENSGALG00000011710,BTBD6
ENSGALG00000011712,CP49
ENSGALG00000011713,CDV3
ENSGALG00000011715,HSP70
ENSGALG00000011717,
ENSGALG00000011718,ZBTB1
ENSGALG00000011720,CCDC14
ENSGALG00000011721,AKAP5
ENSGALG00000011722,STRA8
ENSGALG00000011724,WDR91
ENSGALG00000011725,TOPBP1
ENSGALG00000011727,AGBL3
ENSGALG00000011732,CCR5
ENSGALG00000011733,CCR2
ENSGALG00000011734,CCR8L
ENSGALG00000011735,CCXCR1-L
ENSGALG00000011737,FYCO1
ENSGALG00000011738,ARHGDIB
ENSGALG00000011739,ERP27
ENSGALG00000011740,MGP
ENSGALG00000011742,ART4
ENSGALG00000011743,SMCO3
ENSGALG00000011744,KALRN
ENSGALG00000011745,WBP11
ENSGALG00000011747,
ENSGALG00000011759,HIST1H111L
ENSGALG00000011762,UBA6
ENSGALG00000011770,UMPS
ENSGALG00000011777,PDE4DIP
ENSGALG00000011778,ITGB5
ENSGALG00000011783,HIST1H111R
ENSGALG00000011784,APOLD1
ENSGALG00000011792,TMPRSS11D
ENSGALG00000011794,DDX47
ENSGALG00000011795,YTHDC1
ENSGALG00000011796,
ENSGALG00000011797,MTHFD1
ENSGALG00000011798,HEBP1
ENSGALG00000011799,
ENSGALG00000011800,KIAA1467
ENSGALG00000011801,ESR2
ENSGALG00000011802,GSG1
ENSGALG00000011803,EMP1
ENSGALG00000011805,
ENSGALG00000011806,MUC13
ENSGALG00000011808,CCR9
ENSGALG00000011809,GRIN2B
ENSGALG00000011810,LZTFL1
ENSGALG00000011811,SYNE2
ENSGALG00000011812,
ENSGALG00000011813,HEG1
ENSGALG00000011814,ATF7IP
ENSGALG00000011816,ENGASE
ENSGALG00000011822,CANT1
ENSGALG00000011823,FAT4
ENSGALG00000011826,PLBD1
ENSGALG00000011827,WDR89
ENSGALG00000011831,ANKRD50
ENSGALG00000011833,SPRY1
ENSGALG00000011834,NUDT6
ENSGALG00000011835,BFGF
ENSGALG00000011836,SLC6A20
ENSGALG00000011837,BBS12
ENSGALG00000011838,GUCY2C
ENSGALG00000011840,PPP2R5E
ENSGALG00000011842,SNRPD1
ENSGALG00000011844,IL21
ENSGALG00000011846,SACM1L
ENSGALG00000011847,TTC26
ENSGALG00000011848,LIMD1
ENSGALG00000011849,INTERLEUKIN-2
ENSGALG00000011854,UBN2
ENSGALG00000011855,RHOJ
ENSGALG00000011856,C7orf55
ENSGALG00000011857,LUC7L2
ENSGALG00000011858,KCNH5
ENSGALG00000011859,GBE
ENSGALG00000011860,
ENSGALG00000011861,SYT16
ENSGALG00000011862,ADAD1
ENSGALG00000011863,POLDIP3
ENSGALG00000011865,SMTN
ENSGALG00000011866,RRP7A
ENSGALG00000011867,SERHL2
ENSGALG00000011868,SNAPC1
ENSGALG00000011869,KIAA1109
ENSGALG00000011870,HIF1A
ENSGALG00000011872,NFAM1
ENSGALG00000011875,TRPC3
ENSGALG00000011877,LARS2
ENSGALG00000011878,TCF20
ENSGALG00000011880,BBS7
ENSGALG00000011881,CCNA2
ENSGALG00000011882,CDCP1
ENSGALG00000011883,CLEC3B
ENSGALG00000011884,EXOSC9
ENSGALG00000011885,ANXA5
ENSGALG00000011886,EXOSC7
ENSGALG00000011887,ZDHHC3
ENSGALG00000011888,TGM4
ENSGALG00000011889,PRKCH
ENSGALG00000011890,GPR103
ENSGALG00000011893,SLC38A6
ENSGALG00000011894,CYP2D6
ENSGALG00000011896,SIDT2
ENSGALG00000011897,SMDT1
ENSGALG00000011898,FAM109B
ENSGALG00000011899,
ENSGALG00000011900,NAGA
ENSGALG00000011901,KIF15
ENSGALG00000011902,TAGLN
ENSGALG00000011903,KIAA1143
ENSGALG00000011904,TRMT5
ENSGALG00000011905,CTNNB1
ENSGALG00000011906,
ENSGALG00000011908,WBP2NL
ENSGALG00000011910,MNAT1
ENSGALG00000011911,
ENSGALG00000011913,SEPT3
ENSGALG00000011914,CENPM
ENSGALG00000011916,SREBF2
ENSGALG00000011917,PPM1A
ENSGALG00000011918,CCDC134
ENSGALG00000011919,MEI1
ENSGALG00000011921,DHRS7
ENSGALG00000011922,PCNXL4
ENSGALG00000011926,
ENSGALG00000011930,
ENSGALG00000011931,NHP2L1
ENSGALG00000011932,XRCC6
ENSGALG00000011933,
ENSGALG00000011934,DESI1
ENSGALG00000011937,NFE2L1
ENSGALG00000011938,TRAK1
ENSGALG00000011940,CCK
ENSGALG00000011941,EIF1B
ENSGALG00000011942,
ENSGALG00000011944,PMM1
ENSGALG00000011945,SCRN2
ENSGALG00000011947,POLR3H
ENSGALG00000011948,SKTMOD
ENSGALG00000011949,TMC2
ENSGALG00000011950,ACO2
ENSGALG00000011951,RPSA
ENSGALG00000011952,SLC25A38
ENSGALG00000011953,PHF5A
ENSGALG00000011954,CCR8
ENSGALG00000011955,CX3CR1
ENSGALG00000011957,TOB2
ENSGALG00000011958,TEF
ENSGALG00000011960,CCR4
ENSGALG00000011961,TNIP3
ENSGALG00000011962,NDNF
ENSGALG00000011963,PRDM5
ENSGALG00000011965,ZC3H7B
ENSGALG00000011966,RANGAP1
ENSGALG00000011967,MAD2L1
ENSGALG00000011968,GLB1
ENSGALG00000011970,CHADL
ENSGALG00000011972,CRTAP
ENSGALG00000011973,SUSD5
ENSGALG00000011974,RPL7L1
ENSGALG00000011975,FBXL2
ENSGALG00000011976,L3MBTL2
ENSGALG00000011980,UBP1
ENSGALG00000011982,PDE5A
ENSGALG00000011986,FABP2
ENSGALG00000011990,USP53
ENSGALG00000011991,MYOZ2
ENSGALG00000011992,EP300
ENSGALG00000011993,RBX1
ENSGALG00000011994,SYNPO2
ENSGALG00000011995,CLASP2
ENSGALG00000011997,TRIM7.2
ENSGALG00000011998,SEC24D
ENSGALG00000012000,METTL14
ENSGALG00000012002,
ENSGALG00000012003,XPNPEP3
ENSGALG00000012004,PRSS12
ENSGALG00000012005,LRRC9
ENSGALG00000012006,RTN1
ENSGALG00000012007,ST13
ENSGALG00000012009,JKAMP
ENSGALG00000012010,NDST3
ENSGALG00000012011,L3HYPDH
ENSGALG00000012012,CMIP
ENSGALG00000012013,SLC25A17
ENSGALG00000012015,NDST4
ENSGALG00000012017,DAAM1
ENSGALG00000012018,CGT
ENSGALG00000012019,ARSJ
ENSGALG00000012020,KIAA1549L
ENSGALG00000012021,
ENSGALG00000012023,DACT1
ENSGALG00000012024,MKL1
ENSGALG00000012025,TALPID3
ENSGALG00000012027,SPON1
ENSGALG00000012030,QSER1
ENSGALG00000012032,PRRG4
ENSGALG00000012033,SGSM3
ENSGALG00000012034,ADSL
ENSGALG00000012036,CAMK2D
ENSGALG00000012037,ARID4A
ENSGALG00000012039,PSMA3
ENSGALG00000012040,TAAR2
ENSGALG00000012041,ACTR10
ENSGALG00000012043,PDCD6IP
ENSGALG00000012044,CHANK2
ENSGALG00000012045,SLC12A8
ENSGALG00000012046,ARPP21
ENSGALG00000012048,LARP7
ENSGALG00000012049,ZNF148
ENSGALG00000012050,TNRC6B
ENSGALG00000012051,STAC
ENSGALG00000012052,SNX4
ENSGALG00000012053,FAM83F
ENSGALG00000012054,DCLK3
ENSGALG00000012055,
ENSGALG00000012056,GRAP2
ENSGALG00000012057,TRANK1
ENSGALG00000012059,OSBPL11
ENSGALG00000012060,MLH1
ENSGALG00000012061,
ENSGALG00000012066,STARD3NL
ENSGALG00000012067,LMLN
ENSGALG00000012068,ZGRF1
ENSGALG00000012069,EPDR1
ENSGALG00000012070,CYP24A1
ENSGALG00000012072,
ENSGALG00000012073,SFRP4
ENSGALG00000012074,ALPK1
ENSGALG00000012075,DTX3L
ENSGALG00000012076,TIFA
ENSGALG00000012077,PARP9
ENSGALG00000012078,NME8
ENSGALG00000012080,
ENSGALG00000012082,FAIM
ENSGALG00000012083,GPR141
ENSGALG00000012085,
ENSGALG00000012087,CEP70
ENSGALG00000012089,C14orf37
ENSGALG00000012092,ESYT3
ENSGALG00000012093,ELMO1
ENSGALG00000012094,SLC35F4
ENSGALG00000012095,C14orf105
ENSGALG00000012097,AOAH
ENSGALG00000012098,NAA30
ENSGALG00000012100,CFAP221
ENSGALG00000012101,AP5M1
ENSGALG00000012102,
ENSGALG00000012103,CCDC73
ENSGALG00000012104,ANLN
ENSGALG00000012105,EXOC5
ENSGALG00000012106,SCTR
ENSGALG00000012108,ENPEP
ENSGALG00000012109,EIF3M
ENSGALG00000012110,KIAA0895
ENSGALG00000012111,TMEM37
ENSGALG00000012112,DBI
ENSGALG00000012113,C7H2ORF76
ENSGALG00000012115,WT1
ENSGALG00000012116,EEPD1
ENSGALG00000012117,STEAP3
ENSGALG00000012118,TMEM260
ENSGALG00000012119,MARCO
ENSGALG00000012121,RCN1
ENSGALG00000012122,CACNA1I
ENSGALG00000012123,PAX-6
ENSGALG00000012124,PELI2
